Name
M. Pérez Acuña
T. Martínez
R. Áldarez
E. Burgos
Mauriçio Clerez
S. Romero
Heliardo
S. Díaz
J. Lozano
Ramon Lopes
Wander
Fepe Avedo
Mailson
Mateus Tangil
M. Torrén
M. Smedberg-Dalence
F. González
M. Rosales
M. Guanini
M. de los Santos
Oswaldinato
F. Cañaveral
K. Salazar
H. Rivera
J. Hernández
Gerson
J. Delgado
A. Otero
E. Herrera
Jonatas Belusso
Fidelis
Fabio
L. Payares
Nazario Serpe
Breno Laranjeiro
G. Gudiño
Jefferson Santos
B. Perea
F. Gaibor
M. Balanta
J. Lozano
J. Cabrera
J. Domínguez
D. Vergara
S. Canildo
Melvin Regalito
J. Valencia
Lucas Galvão
Pedrildo Rocha
Wilsson Rosito
D. Valencia
M. Carrasco
Alcatraz
E. Acorada
Kauã Zanson
Dersan Dinis
C. Borja
D. Ortiz
C. Ramos
S. Ichazo
J. Nieto
J. Adánguiz
M. Medina
Vinícius
P. Mina
Jose Emeirson
Fabri Arnoia
Jonathan Reis
D. Morales
E. Quiñones
E. Hurtados
J. Roa
L. Díaz
J. Arboleda
D. Soldiez
Leo Vimieiro
J. Sills
B. Mansilla
J. Correa
N. Mazzola
V. Sánchez
F. Fattori
A. Safildo
E. Bologna
L. Rinaldi
R. Sánchez
E. Manjedo
Nuno Cedrim
A. Zapata
G. Prósperi
N. Meriz
A. Romales
E. Zenteno
P. Becker
A. Meleán
Alan Schons
R. Gaetaños
R. García
Gabriel
Dudú
Eduardo
W. Andrade
A. Ibañado
Antonaldinho
J. Urellano
Guto Costinho
D. González
Vincente Dourado
I. Pussetto
Gustavo Pastinho
Sueliton
M. Figoli
Felipe Pires
A. Gabbarini
E. Dening
Adriano Junqueiras
J. Murillo
D. Imperiale
D. Poyet
Eduardo Neto
Igor Rossi
C. Robles
E. Quejeda
D. Bantelicia
M. Cejas
L. Saldaña
P. Ferrari
M. Correa
Marcelinho Moraisco
Jou Silva
C. Falletti
J. Patiño
J. Hernández
C. Restrepo
H. Hechalar
Cláudio Falcão
S. Martínez
C. Benavente
R. Vanegas
Cesinha
W. Serrano
E. Loboa
J. Seldinarez
M. Moreno
L. Solignac
J. Ramis
F. Rodríguez
M. Araujo
G. Herrera
D. Arce
Julinho
Rafael Amorim
G. Maldanada
I. Bulos
J. Mondragón
F. Cubero
G. Aguirre
Eli Sabiá
S. Zurbriggen
S. Vicerio
E. Remedi
G. Páez
Guilherme Finkler
F. Evangelista
O. Vásquez
Dudu
W. Cosme
N. Palacios
B. Avileda
E. Garré
Ilsinho
G. Ré
R. Costa
N. Ramos
A. Bastía
Caio Henrique
N. Scatopano
M. Garrido
C. Rodríguez
T. Garceson
Weilson Leal
M. Carrusca
Pablo Santos
J. Ríos
Y. Rivera
M. Rolón
H. Pertuz
Villiam Moraes
Bady
Y. Díaz
S. Mosquera
C. Dajome
J. Mosquera
Dagoberto Esteiro
R. Torres
Robson
A. González
M. López
Y. Cabrera
H. Quiñones
Narcisso Mau
Botelhinonsa
A. Goiri
R. Fernández
R. Piris Da Motta
A. Soto
F. Vismara
Edenildo Lagoas
J. Álvarez
I. Vélez
L. Escalante
A. Bouzat
E. González
D. Balanta
N. Benedetti
Y. González
C. Giraldo
Jeffrén
D. Gómez
P. Aguilar
N. Bertocchi
C. Carrillo
Hebert
N. Stefanelli
Chris Farminhão
C. Giraldo
L. Ospina
F. Fragapane
M. Orihuela
D. Asprilla
J. Quiñones
Mateus Gonçalves
F. Micolta
F. Banguero
J. Moreno
S. Adelos
M. Caicedo
Wescley
D. Zabala
E. Olivera
W. Díaz
Yann
Adryan Limeira
T. Pochettino
A. Arregui
L. Perdomo
D. Martínez
Danilo Sacrio
J. Ardaiz
I. Rivas
Nildo Reisão
V. Zapata
H. Obando
H. Pereira
Emílio Trevões
H. Bernardello
N. Mezquida
Renan Tojeiras
B. Angulo
Dilson Calegari
A. Navarro
G. Maroni
A. Luna
M. Manotas
Y. Mena
M. Tévez
Marteli
A. Figueroa
J. Gómez
D. Drocco
Ever Rodeiro
Y. Arrechea
S. Nagüel
C. Mafla
L. Di Lorenzo
Y. Mejía
M. Caranta
Raphael Doninho
G. Valverde
L. Barrera
Y. Gómez Andrade
M. Figueroa
I. Bella
S. Vega
O. Fisdono
L. León
L. Butrón
C. Gazale
C. Oliveira Souza
E. Barrega
G. Ramírez
P. Cuadra
L. Menossi
J. Moreno
B. Pittón
S. Gorga
E. Montagna
Daniel Amora
Luis Marleiro
E. Franquez
D. López
R. Matisano
D. Bejarano
Leo Pereira
V. Dávila
L. Gonzaloz
Abner
E. Tellechea
H. Sendiero
O. Benítez
J. Zuluaga
D. Miloc
J. Cano
L. Carteldo
Ricardo Santos
C. Lema
M. Zappino
R. Lentini
J. Elías
J. Mansilla
P. Lezceno
A. Doffo
Leandrinho
A. Busteño
L. Miranda
A. Imperiale
J. Adelalla
J. Calesti
G. Viscarra
C. Flórez
R. Saravia
M. Restrepo
A. Sebrino
Victor Massaia
N. Solís
I. Furios
A. Ricaurte
Raí
Diego Maurício
W. Pacheco
N. Birones
I. Jarano
F. Cardozo
D. Londoño
Gerson
N. Avellaneda
C. Pérez
L. Mosquera
Luisinho
M. Rosales
Cleylton Santos
J. Valdez Chamorro
J. Pardaneos
L. Geminiani
Jallyson Neto
H. Mojica
A. Fernández
J. Chunga
W. Creavalle
D. Giraldo
Bebeto
O. Gaona Lugo
P. Rojas
A. Tapia
B. Cascini
Kainho Selva
M. Asenjo
C. Amaya
Lucas Possignolo
A. Rodríguez
Henrique Jardinel
J. Martínez
A. Figuera
Tomás Nuninho
S. Luna
K. Londoño
D. Mendoza
Peter Abradanel
J. Leudo
G. Marinelli
I. Escobar
W. Mosquera
D. Valoyes
R. Barrios
G. Diaz
Assis
C. Vargas
J. Hinestroza
J. Valencia
C. Tabó
Lúcio Corteijo
S. Colombatto
M. Solís
Ewerton
Adnan Vidual
F. Acosta
H. Da Campo
Y. Herrera
N. Dibble
J. Varela
L. Villarruel
D. Novoa
A. Lutego
Davidson
A. Corzo
O. Bagüí
J. Malagón
Leandrinho
R. Vera
S. Bueno
F. Álvarez
Freire
D. Briceño
T. Rodríguez
M. Pitton
F. Crivelli
J. Amoroso
Jean Cleber
G. Esparza
M. Bíttolo
F. Grillo
F. Lanzillotta
Evandro
P. Estupiñán
S. López
F. Angileri
F. Cristaldo
F. Escobar
E. Gómez
M. Rojas
G. Montoya
Paulo Otávio
R. Salinas
M. Castro
J. Quiroga
J. Rivas
N. Freire
N. Bandiera
L. Chiaretti
Jean Carlos
A. Aguilar
L. Olaza
M. Giordano
M. Lucero
I. Boggino
P. Azogue
D. Rodríguez
M. Cardona
A. Scifo
M. Galmarini
L. Paz
Romário
João Pedro
L. Caicedo
Nito Carbelho
F. Oyerze
G. Zárate
E. Ávila
C. Bernardi
G. Torres
Ronaldo
A. Correa
T. Nezuñir
L. Velázquez
F. Geraldoza
F. Godoy
Everton
J. Ayala
J. Sarnida
Thiago Xavier
Alex
J. Trejo
Barros
F. Rašić
M. Acosta
C. Lanoas
A. Romero
D. Mancini
Edison Tarabai
C. Villanueva
L. Gamba
M. Catalán
J. Meza
E. Álvarez
M. Bareiro
M. Calzada
Y. Mena
J. Komar
O. Tapiano
Rodrigo
E. Ávila
E. Brítez
C. Valoyes
E. Córdoba
S. Peña
H. Fertoli
Jhonatan
P. Aquino
P. Velasco
Wesley
J. Restrepo
P. Míguez
R. Córdoba
Ibson Melo
W. Jordán
A. Palacios
Ermel
P. Tavima
P. Santillo
L. Ochoa
P. Cáceres
F. Soldano
A. Balboa
E. Bonifacio
G. Villarruel
S. Silva
J. Vitale
Bernard Vicidal
C. Sinisterra
L. Cardoza
G. Cotugno
J. Imbert
E. Correa
R. Steer
Tocantins
C. Rentería
J. Núñez
E. Velasco
M. Konyk
F. Torgnascioli
Claudio Mouria
F. Milo
Y. Angulo
I. Rivero
L. Mancinelli
O. Albornoz
Joaninho Chagas
Éder Lima
J. Menéndez
Mairdel Sampaio
J. Arias
Túlio Changas
K. Rendón
D. Albil
E. Rolón
R. Moreira
C. Peralta
N. Breitenbruch
N. Messiniti
N. Paz
F. Callejo
N. Tripichio
Douglas Tanque
L. Godoy
D. Murillo
D. Blanco
L. Navarro
D. Riolfo
J. Chancellor
Romário
D. Schmidt
Paulao
L. Sosa
Charles de Breito
A. Hinestroza
H. Silva
E. Serje
M. Covea
D. Parra
L. Olivera
Adão Renteira
M. De Iriondo
G. Bojanich
J. Lescano
F. Carballo
Erick
Adrián Rocheira
Wellington
Vagnão Junior
B. Cáceres
F. Fydriszewski
Deleu
Iuliano Alfaro
Gustavo Hebling
J. Bava
R. Quiñonez
M. Quiroga
D. Chica
M. Biskupović
S. Córdova
Juli Morrinhos
J. Sánchez Sotelo
S. D'Angelo
H. Abranchezo
N. Salazar
M. Lugo
O. Allarcón
L. Montoya
PC
G. Molinero
L. Vigouroux
S. Romero
W. Vendil
M. Rivero
L. Suárez
R. Acosta
J. Brunetta
F. Brandero
L. Manzaños
J. Palacios
Weslley
F. Anselmo
Fabrício Baiano
M. Ortega
A. Sintena
Murilo Freitas
M. López
P. Guiñazú
M. Motturru
O. Fula
Pedro Henrique
B. Magañez
L. Tipton
G. Togni
M. Pollachi
H. Isaza
A. Pavecillo
D. Ferdiz
L. Chacana
D. Vega
Leonardo
H. Canchimbo
C. Mancilla
W. Cartagena
F. Rosso
J. Kaprof
G. Reniero
Caio
L. Rolón
J. Hernández
E. García
M. Vázquez
J. Candía
Jhonnattann
G. Di Renzo
L. Maciel
B. Añor
M. Noble
G. Fuengos
F. García
L. Márquez
J. Rivas
L. Sierra
Nelson Freitosa
A. Sandona
M. Guzmán
E. Strahman
J. Devecchi
G. Méndez
Janeiro Mutto
E. Flores
A. Torralvo
D. Sappa
E. Atuesta
W. Riveros
A. Sporle
Marcel
E. Redoga
B. Rovira
Y. Asprilla
M. González
M. Merentiel
Roneiro Chissano
Dener
A. Santerilone
Carlos Travisso
J. Marimón
F. Alvarenga
M. Sánchez
A. Calello
B. Miranda
Josi Mouraldo
C. Romero
Júnior Negão
Edardynho Neto
R. Martínez
Bruno Silva
J. Sandoval
N. González
A. Mosquera
J. Mosquera
L. Martínez
H. Mancilla
N. De la Cruz
J. Ramos
M. Romero
J. Muñoz
A. Arboleda
E. Caicedo
A. Hernández
M. Minetti
M. Aguirre
J. Pretel
J. Campo
B. Fernández
P. Candelias
A. Adencibia
E. Palacios
Maicon Sampinho
D. González
O. Garcia
M. Pinto
N. Varela
B. Blasi
G. Escobar
C. Rivera
A. Empereur
S. Almirón
M. Quiroga
N. Molina Lucero
G. Rojas
Fabiem Jardim
R. Alfani
L. Gómez
G. Del Castillo
J. Lloreda
L. Rodríguez
J. Aylagas
Felipe Soldivia
D. Vaca
M. Rentador
J. Narváez
S. Echeverría
C. Paredes
Barbosa
J. Segura
A. Engaña
J. Flores
Bruno Ramires
A. Romero
R. Castro
R. Moraganoz
R. Quijada
J. Guillermo
J. Martínez
E. Umeres
J. Fleita
Alminho Boas
Raphael Rossi
V. Ermazabales
Dráusio
I. Arboleda
Y. Quiñones
Ruan Renato
Danisco Fachini
N. Danns
C. Ramírez
M. Fornari
L. Abram
F. Colela
J. Cádiz
B. Romero
A. Barbaro
D. Wayar
J. Marchioni
G. Lanfuente
L. Vega
C. Quintana
L. Algozino
L. García
N. Loyola
A. Santamaria
C. Mosquera
F. Baeda
L. Justiniano
D. Barreto
G. Martinez
J. Colina
G. Gutiérrez
J. Valencia
A. Gagliardi
F. Coniglio
L. Díaz
C. Coimbra
K. Osorio
Matheus
O. Duarte
M. Borgnino
L. Corti
A. Sosa
M. Torres
J. Ramírez
Hendrio
L. Gutiérrez
R. Costería
G. Piovi
A. Robledo
N. Lemus
R. Quiñones
S. Anchoverri
J. Sánchez
Carlinhos
D. Sirella
N. Schiappacasse
N. Delgadillo
J. Suescún
N. Pantaleone
L. Álvarez
N. Albarracín
O. Cabezas
F. Ávila
D. Opazo
D. Gómez
Thio Rolim
M. Cavallotti
F. Cobos
R. Contreras
F. Sierralta
L. Escorcia
J. Aguirre
J. Ramírez
Mateus
E. Rito
D. Gómez
E. Agüero
Bruno
Ronaldo
J. Arrieta
J. Ibáñez
R. Spinaci
L. Jeréz Silva
M. Gómez
E. Goldero
M. Ballini
P. Grazziani
J. Ángulo
J. Leyton
E. Ramírez
F. Flórez
E. Amor
S. Salcedo
E. Purita
J. Villalba
G. Rehak
J. Ledesma
T. Chancalay
F. Quiroz
S. Velázquez
J. Báez
S. Olivares
E. Ruiz
F. Altamirano
Lucas Sotero
J. Mosquera
Marcus Vinícius
C. Montano
R. Palermo
M. Torres
G. Montiel
A. Dávila
C. Cermeño
F. Núñez
E. Maidana
S. Macías
Leandro Pestanha
J. Betancur
E. Segura
G. Berterame
F. Falcone
Rafael Broetto
L. González
Rodrigo Vuarte
S. Ayala
M. Berrío
E. Valencia
Marlinho
Y. Hurtado
B. Córdoba
M. Rivadero
W. Boyacá
F. Vietto
P. Magnín
F. Barboza
F. Carvalho
C. Ramírez
A. Díaz
Ramón
S. Román
W. Bracamonte
M. Briggs
E. Rodríguez
F. Boló
J. Sagredo
G. Álvarez
P. Silva Torrejón
D. Ceter
E. Rueda
A. Maldonado
J. Valencia
N. Roa
C. Lasso
Luiz Felipe
F. Banega
R. Migone
B. Cufré
Rômulo
E. Beltramone
N. Pelaitay
J. Iglesias
C. Báez
I. Protti
F. Olivera
F. Lenci
V. De Marco
L. De Bórtoli
Roni
E. Ozuna
A. Fontana
E. Ojeda
D. Bejarano
J. Álvarez
M. Sosa
F. Garcés
W. Mena
J. Quintero
M. Osores
Flavio
M. Zaracho
F. Castillo
D. Arboleda
L. Amarilla
T. Sandoval
Bueno
Luan
F. Barceló
S. Chacón
Y. Bonnin
Vinícius
M. González
G. Marigard
J. Fierro
L. Diaz
M. Ortíz
A. Peralta
M. Lovera
S. Martínez
E. Ham
J. Cejas
J. Rodríguez
E. Martínez
T. Conechny
A. Mac Allister
Wanderson
T. Figueroa
R. Caballuci
S. Villa
M. Palacios
M. Vallecilla
L. Contin
J. Aguirre
P. Fernández
Danilson
G. Carrasco
N. Domínguez
M. Aquino
L. Robertone
M. Valenzuela
Lucas
D. Batallini
C. Villagra
K. Mac Allister
R. Lucena
J. Calero
S. Londoño
N. Menéndez
D. Herrera
L. Sinisterra
C. Sánchez
G. Groba
D. Valdez
D. Zamora
R. Tavera
Junior Messias
M. Peralta
Allef
M. Perg
F. Henríquez
L. Mosevich
S. Roa
A. Angulo
E. Alderete
L. Vila
M. López
N. Linares
E. Palomeque
D. Contreras
J. Andrada
O. Camilo
L. Passerini
G. Benítez
F. Troyansky
Y. Gómez
M. Puerta
N. Andereggen
A. Reyes
F. Costa
M. Santos
H. Zapata
W. de la Rosa
S. Magallán
I. Hongn
G. Freitas
A. Melo
G. Gómez
G. Yordan
G. Quezada
R. De Ciancio
N. Barrios
R. Ramírez
I. Rojas
G. Goñi
L. Mesa
L. Martínez
L. Compagnucci
N. Temperini
Diego Ferraresso
M. Vargas
J. Laso
N. Bazzana
J. Palacios
J. Silva
V. Arboleda
J. Mosquera
S. Martelli
D. Martínez
E. Franco
G. Lazarte
C. Mosca
G. Villar
M. Ferreyra
J. Murillo
M. Cortés
F. Álvarez
J. González
L. Cháves
J. Cortés
R. Hernández
A. Módula
Matheus Silva
L. Angulo
J. Garay
I. Colman
F. Mosquera
L. Destéfano
G. Bianchini
J. Carranza
W. Parra
D. Muñoz
N. Schiavi
G. Gentile
H. Suárez
B. De Alba
B. Volpini
Rodrigo
C. Cuesta
M. Ortíz
J. Pereyra
L. Cuesta
J. Chicco
J. Valencia
C. Rodríguez
F. Román
D. Moreno
M. Velazco
F. Cambeses
C. Guanca
M. González
I. Gómez
J. Giraldo
G. Caffa
V. Ramis
A. Araujo
M. Mellado
J. Álvarez
N. Arena
M. Rodríguez
L. Morales
L. Godoy
N. Ortiz
L. Álvarez
N. Czornomaz
L. Barros
M. Tissera
R. Ariza
O. Bertel
T. Guidara
O. Escalante
E. Montaño
F. Ibargüen
M. Payero
F. Bonansea
L. Rodríguez
Gabriel Rodrigues
C. Velásquez
M. Peano
M. Medina
F. Mac Allister
N. Giménez
M. Ruiz Díaz
J. Torres
J. Valoyes
C. Riascos
J. Romero
M. Roffo
F. Malagueño
Vinicius
M. Carabajal
G. Banguera
João Victor
Kanu
L. Chiappero
A. Montiel
C. Bravo
J. Albert
D. Rojano
F. Melivilo
R. Ferreira
M. Villasanti
M. Nani
A. Gómez
L. Vera
J. Lucumi
S. García
L. Lescano
B. Rivero
J. Ibáñez
S. Rodas
G. Ferreyra
K. Genaro
F. Pizzicanella
L. Hurtado
W. Cuesta
C. Velásquez
A. Bonilla
J. Valencia
A. García
F. Brener
Wanderson
T. Figueroa
N. Maná
J. Meneses
J. Ochoa
R. Cardozo
J. Torres
M. Nazarit
M. Quiñones
G. Chará
S. Lomónaco
A. Peñaranda
A. Pucheta
F. Britos
F. Pardo
J. Balanta
N. Castrillón
Dudu
N. Herranz
G. Mancuso
J. Pourtau
J. Montaño
R. Mierez
S. Gutiérrez
M. Melluso
C. Rúa
N. Batalla
C. Rojas
M. Díaz
Alan
H. Valencia
J. Jiménez
I. Chicco
L. Rivas
J. Díaz
N. Giménez
J. Ramos
J. Rikemberg
S. Ruiz
T. Attis
N. Benavidez
A. Verdugo
M. Miño
F. Antúnez
J. Orobio
A. Bolivar
D. Lemus
R. Balanta
N. Barona
C. Mosquera
C. Tovar
V. Ocampo
Y. Gómez
N. Bustos
L. Mulazzi
F. Urraburo
S. Rengifo
C. Huérfano
A. Bonilla
C. Paez
F. Asmar
I. Angulo
B. Lucumí
J. Capacho
E. Martinez
V. Barbero
A. Santos
C. De las Salas
B. Gómez
A. Quintana
M. Arias
M. Hernández
H. Acevedo
R. Frank
Y. Guzmán
C. Triana
L. Lázaro
F. Rodríguez Calleriza
F. Vivas
J. Caicedo
F. Sosa
D. Rodríguez
J. Moreno
J. Lucero
V. Cabezas
Wanderson
D. Vásquez
S. Cáseres
N. Vidal
J. Jaimes
F. Barragán
A. Rivero
P. Sabbag
K. Humeler
D. Agamez
Y. Bedoya
E. Alarcón
N. Gómez
E. Palacios
F. Cuevas
E. Torres
A. Mora
J. Giraldo
Lipe Veloso
C. Veloz
A. Ordóñez
J. Cuero
